time,latitude,longitude,direction,speed
2015-01-01,-6,-69,135.5787267501948,0.24504999006986639
2015-01-01,-6,-68.5,135.61606117178687,0.2162499895691874
2015-01-01,-6,-68,141.84277395128942,0.14264998898506187
2015-01-01,-6,-67.5,142.8152929024094,0.06624999731779102
2015-01-01,-6,-67,126.86989764584402,0.01999999910593034
2015-01-01,-6,-66.5,-136.9749321857126,0.021049998742342035
2015-01-01,-6,-66,-122.00538224878724,0.2847999813079838
2015-01-01,-6,-65.5,-130.01366644249416,0.5592500067949295
2015-01-01,-6,-65,-158.62937903697718,0.2744999932050707
2015-01-01,-6,-64.5,117.7904413080605,0.34985000147819534
2015-01-01,-6,-64,96.53663375852486,0.4668499793350699
2015-01-01,-6,-63.5,118.30075674510464,0.010899999400973331
2015-01-01,-6,-63,-117.69947347735334,0.10204998908638985
2015-01-01,-6,-62.5,-120.96375502541413,0.16999999463558213
2015-01-01,-6,-62,-129.09385848445368,0.1912499892711641
2015-01-01,-6,-61.5,-137.06011162391553,0.48364994893074176
2015-01-01,-5.5,-84,-41.176684139922685,17.008849084281934
2015-01-01,-5.5,-83.5,-41.979472844636,15.135248042106696
2015-01-01,-5.5,-83,-38.20729811523812,13.216999300003067
2015-01-01,-5.5,-82.5,-31.893012825356454,11.83090030107499
2015-01-01,-5.5,-82,-20.994164185666367,11.257449117946642
2015-01-01,-5.5,-81.5,-10.946232220603886,10.738448694038432
2015-01-01,-5.5,-81,-16.499061349402712,7.365249404668823
2015-01-01,-5.5,-80.5,19.597618198977884,5.877700034189225
2015-01-01,-5.5,-80,60.57254283033016,6.415999626159675
2015-01-01,-5.5,-79.5,-105.9216712459557,5.502099391603487
2015-01-01,-5.5,-79,-82.06724178711262,0.7586500352084641
2015-01-01,-5.5,-78.5,49.398705354995535,0.718249947309495
2015-01-01,-5.5,-78,-79.6951537019887,0.09999999880790711
2015-01-01,-5.5,-77.5,46.44412702519036,0.3542499990463259
2015-01-01,-5.5,-77,64.88516520499755,0.562049974036217
2015-01-01,-5.5,-76.5,103.17255338668424,0.4659999974966049
2015-01-01,-5.5,-76,119.26799565425426,0.5440999647617346
2015-01-01,-5.5,-75.5,111.37062233932464,0.4879999549388896
2015-01-01,-5.5,-75,124.07719376005895,0.3369999949932101
2015-01-01,-5.5,-74.5,120.6186057249268,0.6483999505996714
2015-01-01,-5.5,-74,120.18368137462342,0.6426499562025079
2015-01-01,-5.5,-73.5,119.05460474343464,0.5299999785423282
2015-01-01,-5.5,-73,117.59729489883996,0.4929999859333041
2015-01-01,-5.5,-72.5,123.96752649882531,0.6560499795198442
2015-01-01,-5.5,-72,129.40066144377525,0.5908499763250354
2015-01-01,-5.5,-71.5,125.47533208805571,0.5706500071048737
2015-01-01,-5.5,-71,116.81095406445617,0.5429000060915947
2015-01-01,-5.5,-70.5,114.64677096907369,0.43729996402263716
2015-01-01,-5.5,-70,117.23514605703821,0.2924500027775765
2015-01-01,-5.5,-69.5,115.3879073720755,0.21324998486042057
2015-01-01,-5.5,-69,108.43494882292202,0.1999999761581428
2015-01-01,-5.5,-68.5,106.07357500266751,0.18849998483061825
2015-01-01,-5.5,-68,102.26477357378164,0.11079998953342463
2015-01-01,-5.5,-67.5,88.02506597644323,0.04209999757781628
2015-01-01,-5.5,-67,49.39870610832522,0.016999999761581425
2015-01-01,-5.5,-66.5,-65.09523208778484,0.04764999971389772
2015-01-01,-5.5,-66,-94.87927384603445,0.3386499941557646
2015-01-01,-5.5,-65.5,-106.42218775943478,0.4904499890089036
2015-01-01,-5.5,-65,-130.971735254922,0.12664999268054977
2015-01-01,-5.5,-64.5,109.05770390497278,0.1693000061035157
2015-01-01,-5.5,-64,84.28940665117024,0.32319996170997733
2015-01-01,-5.5,-63.5,45.0,0.036099999094009405
2015-01-01,-5.5,-63,-104.03624346792648,0.08499998986721069
2015-01-01,-5.5,-62.5,-112.69379355176453,0.17770000408887876
2015-01-01,-5.5,-62,-108.71173719765977,0.21425000157952312
2015-01-01,-5.5,-61.5,-115.01689337423463,0.4931999730348591
2015-01-01,-5,-84,-43.52036225876692,16.535249525070213
2015-01-01,-5,-83.5,-42.196519033249075,15.09049808931357
2015-01-01,-5,-83,-36.54187070409982,13.729249803543098
2015-01-01,-5,-82.5,-27.183882819633336,12.344650293922427
2015-01-01,-5,-82,-15.376251381117289,12.39119853858952
2015-01-01,-5,-81.5,-10.261374692660056,11.117599358463297
2015-01-01,-5,-81,-17.612578593322308,5.461249549388896
2015-01-01,-5,-80.5,33.906276134984616,4.3216001161575335
2015-01-01,-5,-80,28.55962037278538,0.40449996012449363
2015-01-01,-5,-79.5,-92.885450262348,12.332050189208985
2015-01-01,-5,-79,-52.6506514037307,0.45699998307228107
2015-01-01,-5,-78.5,65.44450318185439,0.8132499461174021
2015-01-01,-5,-78,45.0,0.39689999399185183
2015-01-01,-5,-77.5,25.377744961071052,0.3726499794483189
2015-01-01,-5,-77,46.68468527719256,0.11569999240636841
2015-01-01,-5,-76.5,127.76307941357102,0.403299991321564
2015-01-01,-5,-76,127.38528963148006,0.8898499412775056
2015-01-01,-5,-75.5,136.0675008163979,0.6482499639987953
2015-01-01,-5,-75,155.55604505250446,0.35769998322725316
2015-01-01,-5,-74.5,123.26142920739585,0.6185000153779985
2015-01-01,-5,-74,116.08560022665273,0.5712499788403513
2015-01-01,-5,-73.5,119.11614731019498,0.4088499688148506
2015-01-01,-5,-73,126.60707427366569,0.3801999817371371
2015-01-01,-5,-72.5,132.39743768014299,0.4364999953508377
2015-01-01,-5,-72,130.4094562358708,0.4722500040531159
2015-01-01,-5,-71.5,120.46554597295955,0.4862499696016318
2015-01-01,-5,-71,110.48701507994532,0.47184997084140834
2015-01-01,-5,-70.5,104.845452290519,0.36864998588562026
2015-01-01,-5,-70,101.30993270857341,0.2547999917387963
2015-01-01,-5,-69.5,96.80905046089181,0.22764997110366914
2015-01-01,-5,-69,94.08561660661982,0.2462499915063382
2015-01-01,-5,-68.5,91.63657703291184,0.2451999916464091
2015-01-01,-5,-68,84.61068827015269,0.14169998468756717
2015-01-01,-5,-67.5,71.56505117707799,0.0499999940395357
2015-01-01,-5,-67,21.250506422708227,0.018649998626112968
2015-01-01,-5,-66.5,-40.60129389167478,0.0679999990463257
2015-01-01,-5,-66,-68.74949372988759,0.16784997802376822
2015-01-01,-5,-65.5,-73.37924301625532,0.24444996886253456
2015-01-01,-5,-65,-47.3532969940624,0.13344999610185626
2015-01-01,-5,-64.5,27.121302881111653,0.10609999715685847
2015-01-01,-5,-64,40.1559982612192,0.08764999256134054
2015-01-01,-5,-63.5,-46.27302884011284,0.05064999727010733
2015-01-01,-5,-63,-103.67130639618408,0.07250000141561033
2015-01-01,-5,-62.5,-112.8905519425094,0.11929999418258674
2015-01-01,-5,-62,-97.22431560236718,0.25609998441636583
2015-01-01,-5,-61.5,-94.66685845974823,0.4833999601364144
2015-01-01,-4.5,-84,-42.69209798851016,15.78650025463105
2015-01-01,-4.5,-83.5,-39.02222647245772,14.752398560142552
2015-01-01,-4.5,-83,-31.507273607700288,13.744249088287376
2015-01-01,-4.5,-82.5,-21.54928446320333,12.821850206279755
2015-01-01,-4.5,-82,-8.100057760540269,14.546598261261039
2015-01-01,-4.5,-81.5,-1.3531919438600868,12.910399612104897
2015-01-01,-4.5,-81,-14.653836303878386,4.278249791145328
2015-01-01,-4.5,-80.5,39.80557149215918,2.3911998785018937
2015-01-01,-4.5,-80,25.346175265881577,0.3535999871730806
2015-01-01,-4.5,-79.5,-80.13995036718755,9.086449169325848
2015-01-01,-4.5,-79,-100.49147712556419,0.15079997880458906
2015-01-01,-4.5,-78.5,99.57842281569395,1.3164498422622728
2015-01-01,-4.5,-78,88.0474909836369,0.38764999578371645
2015-01-01,-4.5,-77.5,97.96961042781582,0.12745000002086163
2015-01-01,-4.5,-77,159.44395530021788,0.29564997253418035
2015-01-01,-4.5,-76.5,152.5602728476282,0.6865999397277847
2015-01-01,-4.5,-76,130.7858218536264,0.9073999763488771
2015-01-01,-4.5,-75.5,143.03165677503253,0.6774499983072282
2015-01-01,-4.5,-75,150.17992728160587,0.4466499935746193
2015-01-01,-4.5,-74.5,123.40782485903816,0.6340000007152558
2015-01-01,-4.5,-74,122.12499797674005,0.5155999404430407
2015-01-01,-4.5,-73.5,133.09084652466066,0.3603999932765962
2015-01-01,-4.5,-73,140.11041563514175,0.3812499725818643
2015-01-01,-4.5,-72.5,139.26789186283406,0.45139998064041187
2015-01-01,-4.5,-72,132.99746640112883,0.5118500054121018
2015-01-01,-4.5,-71.5,122.42755425489796,0.5070499490022673
2015-01-01,-4.5,-71,110.99285341336281,0.42424995553493616
2015-01-01,-4.5,-70.5,101.59217557188862,0.3169999771118168
2015-01-01,-4.5,-70,96.61346035845122,0.24124999821186066
2015-01-01,-4.5,-69.5,96.61346035845122,0.24124999821186066
2015-01-01,-4.5,-69,95.33215890423024,0.2837000000208616
2015-01-01,-4.5,-68.5,91.52752540808625,0.2814499999910593
2015-01-01,-4.5,-68,87.95459156549326,0.15700000132620334
2015-01-01,-4.5,-67.5,85.76360499710705,0.03664999484121818
2015-01-01,-4.5,-67,20.556045219583467,0.0036499998368322868
2015-01-01,-4.5,-66.5,-23.498565404481926,0.031449996936321334
2015-01-01,-4.5,-66,-28.442928280561873,0.03724999809265139
2015-01-01,-4.5,-65.5,-35.753886084883796,0.04744999860525134
2015-01-01,-4.5,-65,-15.945396035163999,0.09539999417066583
2015-01-01,-4.5,-64.5,1.1017061309877736,0.13524999007955213
2015-01-01,-4.5,-64,-15.255117520909671,0.16250000521540653
2015-01-01,-4.5,-63.5,-45.0,0.22089999887943268
2015-01-01,-4.5,-63,-65.8977650061824,0.0866499984920025
2015-01-01,-4.5,-62.5,-98.53076592306807,0.08179999038279084
2015-01-01,-4.5,-62,-100.15426699483243,0.2316499709248552
2015-01-01,-4.5,-61.5,-80.90972327896871,0.2884499996781349
2015-01-01,-4,-84,-38.41234650962592,14.709699614334113
2015-01-01,-4,-83.5,-32.561525559578634,14.317248524665871
2015-01-01,-4,-83,-24.53345323479883,14.036198633956957
2015-01-01,-4,-82.5,-14.429751241997828,14.029650498962411
2015-01-01,-4,-82,0.9860605825943846,16.883049666953088
2015-01-01,-4,-81.5,19.46835718624207,15.74049980711937
2015-01-01,-4,-81,18.65788826730078,2.972249845504763
2015-01-01,-4,-80.5,35.727398326707245,0.24649999445676807
2015-01-01,-4,-80,102.61932234776512,0.2356999699056158
2015-01-01,-4,-79.5,-91.82620337891402,5.957299341899175
2015-01-01,-4,-79,-122.1148295189564,0.6158499822854999
2015-01-01,-4,-78.5,101.60151169010568,1.1880999863386155
2015-01-01,-4,-78,77.19573460565522,0.4071999934196473
2015-01-01,-4,-77.5,72.42874044571562,0.19804997808933322
2015-01-01,-4,-77,154.8851659341344,0.2497999854803088
2015-01-01,-4,-76.5,139.4556031195874,0.5964999709129337
2015-01-01,-4,-76,117.64597694367572,0.7024999564886105
2015-01-01,-4,-75.5,131.42366363175677,0.41119998340606756
2015-01-01,-4,-75,142.43140695553097,0.33624998450279264
2015-01-01,-4,-74.5,131.82017053688475,0.5199999976158143
2015-01-01,-4,-74,135.0,0.504099969530106
2015-01-01,-4,-73.5,142.43140695553097,0.33624998450279264
2015-01-01,-4,-73,147.13132092407554,0.29944997899532355
2015-01-01,-4,-72.5,140.80672739104406,0.3516999693393714
2015-01-01,-4,-72,134.18154530480888,0.49009998311996483
2015-01-01,-4,-71.5,125.73547504438447,0.5102499786615375
2015-01-01,-4,-71,117.1351408053791,0.4040499603867542
2015-01-01,-4,-70.5,107.96913914765052,0.3026000057697297
2015-01-01,-4,-70,106.0599878863584,0.23584997751712855
2015-01-01,-4,-69.5,107.35402402859323,0.22479998846054094
2015-01-01,-4,-69,104.21585330251948,0.2992999995470047
2015-01-01,-4,-68.5,101.30993288448835,0.3327999612808239
2015-01-01,-4,-68,101.84207560472305,0.2006500023365021
2015-01-01,-4,-67.5,114.90476791221519,0.04764999971389772
2015-01-01,-4,-67,170.53767779197437,0.0018499999172985563
2015-01-01,-4,-66.5,-30.96375747373568,0.0067999993234873005
2015-01-01,-4,-66,6.340191876058337,0.004099999649077661
2015-01-01,-4,-65.5,131.63353992537964,0.00724999950826169
2015-01-01,-4,-65,123.69006807327062,0.023399998283386264
2015-01-01,-4,-64.5,68.96248941466771,0.03879999692440039
2015-01-01,-4,-64,-18.43494882292201,0.0499999940395357
2015-01-01,-4,-63.5,-78.1785115488003,0.09649998991191414
2015-01-01,-4,-63,-117.4744307660518,0.15879999752044682
2015-01-01,-4,-62.5,-123.45330968149295,0.22525000309944154
2015-01-01,-4,-62,-124.31508639667243,0.2908999872565272
2015-01-01,-4,-61.5,-120.6186057249268,0.16209998764991784
2015-01-01,-3.5,-84,-32.13603328798268,13.073649747467044
2015-01-01,-3.5,-83.5,-24.782869962118635,13.399448751735719
2015-01-01,-3.5,-83,-16.78264406640016,13.85599977874756
2015-01-01,-3.5,-82.5,-7.6931982702314565,14.463649571037296
2015-01-01,-3.5,-82,6.604835384734683,16.46279889078142
2015-01-01,-3.5,-81.5,31.263731844154073,15.504848433876077
2015-01-01,-3.5,-81,55.47069763292369,4.0338498221874275
2015-01-01,-3.5,-80.5,121.48746982985581,0.44004995192289487
2015-01-01,-3.5,-80,114.07549859873616,1.192499949932099
2015-01-01,-3.5,-79.5,-89.63506365690924,4.9299995807558386
2015-01-01,-3.5,-79,-114.82455634439955,1.3116498716831249
2015-01-01,-3.5,-78.5,115.49279465518171,1.3992499632835393
2015-01-01,-3.5,-78,76.58381738845475,0.6278500339031226
2015-01-01,-3.5,-77.5,78.05582244888875,0.14124999001622218
2015-01-01,-3.5,-77,143.3256507282247,0.1716999973535538
2015-01-01,-3.5,-76.5,114.44395530021787,0.5912999450683607
2015-01-01,-3.5,-76,112.46321216582929,0.6332499505877505
2015-01-01,-3.5,-75.5,137.57914821948367,0.3086499751567846
2015-01-01,-3.5,-75,148.9124951640038,0.3152500033974648
2015-01-01,-3.5,-74.5,137.7263112514549,0.39779995651245237
2015-01-01,-3.5,-74,121.07165892563575,0.41464997712373775
2015-01-01,-3.5,-73.5,114.77514043000693,0.0922499930262567
2015-01-01,-3.5,-73,-177.70939000850606,0.031299999997764824
2015-01-01,-3.5,-72.5,153.434948822922,0.15625
2015-01-01,-3.5,-72,139.89909273053775,0.27764999077320107
2015-01-01,-3.5,-71.5,130.7461647237418,0.3680499858379367
2015-01-01,-3.5,-71,123.50343771253792,0.36249998420476937
2015-01-01,-3.5,-70.5,117.23514605703821,0.2924500027775765
2015-01-01,-3.5,-70,117.34987505924782,0.21319998495578796
2015-01-01,-3.5,-69.5,119.05460436755943,0.19079997403621762
2015-01-01,-3.5,-69,114.1932092260231,0.2860999990940094
2015-01-01,-3.5,-68.5,108.8531589918495,0.375399994468689
2015-01-01,-3.5,-68,109.39781299101944,0.283299984765053
2015-01-01,-3.5,-67.5,130.46222638052024,0.09984999879598622
2015-01-01,-3.5,-67,163.7397948818767,0.031249998733401313
2015-01-01,-3.5,-66.5,-149.03624252626432,0.0016999998308718251
2015-01-01,-3.5,-66,-26.56505117707799,0.00024999998882412923
2015-01-01,-3.5,-65.5,-167.00538302821545,0.008899999359995138
2015-01-01,-3.5,-65,175.48601158606826,0.07264999816790224
2015-01-01,-3.5,-64.5,165.5559634300053,0.23224997827410754
2015-01-01,-3.5,-64,-172.26640196486323,0.3341000018656254
2015-01-01,-3.5,-63.5,-157.9057696440463,0.5940999889016152
2015-01-01,-3.5,-63,-158.74949372988758,0.6713999120950729
2015-01-01,-3.5,-62.5,-156.30931083571937,0.5726499505400668
2015-01-01,-3.5,-62,-155.8544589412535,0.45449999856948864
2015-01-01,-3.5,-61.5,-163.8107949447018,0.46890000150203726
2015-01-01,-3,-84,-24.56104350666914,11.808400298690799
2015-01-01,-3,-83.5,-16.370151456801267,12.514048579645198
2015-01-01,-3,-83,-9.55321024299336,13.425848206663192
2015-01-01,-3,-82.5,-2.084558372631143,13.642248904347442
2015-01-01,-3,-82,8.695502723466847,13.309199491310125
2015-01-01,-3,-81.5,29.835538655660137,11.060999487876899
2015-01-01,-3,-81,54.701506527105465,4.691449966239929
2015-01-01,-3,-80.5,89.05043313477113,1.6384998964108544
2015-01-01,-3,-80,102.90328450148019,3.979699996995926
2015-01-01,-3,-79.5,-82.21071432810479,2.289249754965312
2015-01-01,-3,-79,-94.39870525455157,3.3999997496604966
2015-01-01,-3,-78.5,148.5881295957354,1.1780498868942288
2015-01-01,-3,-78,110.30447395026968,0.5684500017642975
2015-01-01,-3,-77.5,129.28940629895337,0.09089998934268984
2015-01-01,-3,-77,129.22567358520055,0.2000499805331235
2015-01-01,-3,-76.5,113.90204974752781,0.46324999022483837
2015-01-01,-3,-76,135.0,0.5328999408245103
2015-01-01,-3,-75.5,157.75097709833955,0.4519999902248384
2015-01-01,-3,-75,156.4767898271347,0.4296999713659293
2015-01-01,-3,-74.5,142.12501664079022,0.5264999989271164
2015-01-01,-3,-74,127.28432481726172,0.6116499670505533
2015-01-01,-3,-73.5,164.93151125169837,0.1449999901652338
2015-01-01,-3,-73,-125.90972301258067,0.25639998481273674
2015-01-01,-3,-72.5,-161.14684100815052,0.09384999861717225
2015-01-01,-3,-72,154.9831066257654,0.12329999325871477
2015-01-01,-3,-71.5,141.48307356228426,0.19609998449087174
2015-01-01,-3,-71,133.22853018744323,0.23544999943971634
2015-01-01,-3,-70.5,129.69907485095166,0.23724998378753703
2015-01-01,-3,-70,133.0250658539203,0.18944998912811295
2015-01-01,-3,-69.5,132.9786349652261,0.180849997484684
2015-01-01,-3,-69,119.74488042127693,0.2632499914169313
2015-01-01,-3,-68.5,111.08375453922262,0.39564998385906236
2015-01-01,-3,-68,112.83365397702963,0.3399999904632569
2015-01-01,-3,-67.5,125.41705538847447,0.1524499923467637
2015-01-01,-3,-67,144.6887856720474,0.04324999901652338
2015-01-01,-3,-66.5,153.434948822922,0.0062499992549419625
2015-01-01,-3,-66,165.96375653207352,0.0033999998480081575
2015-01-01,-3,-65.5,-133.26429447113733,0.027249999731779107
2015-01-01,-3,-65,-134.25594148819286,0.14824999260902416
2015-01-01,-3,-64.5,-153.71859040146157,0.4080499923944476
2015-01-01,-3,-64,-165.230802182231,0.6470500238060954
2015-01-01,-3,-63.5,-164.91364558228204,0.7092999733209613
2015-01-01,-3,-63,-163.20162771729417,0.6129999370574968
2015-01-01,-3,-62.5,-169.487372944114,0.486649968540669
2015-01-01,-3,-62,-173.6598084623276,0.40999997794628174
2015-01-01,-3,-61.5,-171.55247316972492,0.521299989026785
2015-01-01,-2.5,-84,-16.81598380640577,11.049800019454956
2015-01-01,-2.5,-83.5,-9.677351446360477,11.60930000193119
2015-01-01,-2.5,-83,-4.425474993751057,12.126249248981487
2015-01-01,-2.5,-82.5,1.6741391029707557,11.481849817359448
2015-01-01,-2.5,-82,8.354350846278349,9.400499833345414
2015-01-01,-2.5,-81.5,20.968507775379642,6.396999676704411
2015-01-01,-2.5,-81,46.404792587246554,3.369249922752381
2015-01-01,-2.5,-80.5,67.2034790502349,1.120399983739853
2015-01-01,-2.5,-80,92.06647706040748,1.8842498797625322
2015-01-01,-2.5,-79.5,70.90650860102821,0.3406499725341803
2015-01-01,-2.5,-79,-73.93689277480607,3.5762498354911827
2015-01-01,-2.5,-78.5,-137.95458149694431,2.40889985904694
2015-01-01,-2.5,-78,155.17544365560047,1.3116498716831249
2015-01-01,-2.5,-77.5,174.3517526620003,0.4180999692767864
2015-01-01,-2.5,-77,159.5129849200547,0.47184997084140834
2015-01-01,-2.5,-76.5,151.99082323173397,0.5667999977588654
2015-01-01,-2.5,-76,159.38637184465117,0.6781000349164015
2015-01-01,-2.5,-75.5,162.75854083256047,0.7375999557018287
2015-01-01,-2.5,-75,161.87814084831442,0.6698000206470494
2015-01-01,-2.5,-74.5,152.78388903061503,0.697049929332735
2015-01-01,-2.5,-74,150.31281624466322,0.758499937295916
2015-01-01,-2.5,-73.5,174.38241966552803,0.7514000345826153
